,mfccs0,mfccs1,mfccs2,mfccs3,mfccs4,mfccs5,mfccs6,mfccs7,mfccs8,mfccs9,mfccs10,mfccs11,mfccs12,delta_mfccs0,delta_mfccs1,delta_mfccs2,delta_mfccs3,delta_mfccs4,delta_mfccs5,delta_mfccs6,delta_mfccs7,delta_mfccs8,delta_mfccs9,delta_mfccs10,delta_mfccs11,delta_mfccs12,delta2_mfccs0,delta2_mfccs1,delta2_mfccs2,delta2_mfccs3,delta2_mfccs4,delta2_mfccs5,delta2_mfccs6,delta2_mfccs7,delta2_mfccs8,delta2_mfccs9,delta2_mfccs10,delta2_mfccs11,delta2_mfccs12,target
1172,-427.79117,142.38542,-78.35874,64.8172,-40.131626,54.17117,-32.837852,28.122105,-12.857601,8.236539,1.935205,-5.7859135,8.001801,23.289001,23.289001,23.289001,23.289001,23.289001,-6.769809,2.99888,-3.8016827,1.0387168,1.0387168,1.0387168,1.0387168,1.0387168,-24.838116,-24.838116,-24.838116,-24.838116,-24.838116,6.477151,-4.2138476,2.3822944,-1.4603075,-1.4603075,-1.4603075,-1.4603075,-1.4603075,1
1173,-432.8709,164.35063,-67.03431,60.41359,-38.845512,49.117325,-24.229393,21.600067,-16.840714,8.893219,2.519165,-4.7822533,7.636522,21.836378,21.836378,21.836378,21.836378,21.836378,-8.90433,2.335752,-3.4958146,1.0836612,1.0836612,1.0836612,1.0836612,1.0836612,-25.206226,-25.206226,-25.206226,-25.206226,-25.206226,8.003291,-3.4489055,2.3928552,-1.2367879,-1.2367879,-1.2367879,-1.2367879,-1.2367879,1
1174,-432.54688,155.4305,-64.61889,63.645176,-37.03792,51.483643,-18.117176,26.265446,-15.014727,7.727806,2.2507486,-3.172273,6.328899,22.724588,22.724588,22.724588,22.724588,22.724588,-8.297283,1.9759105,-3.8968835,0.52829576,0.52829576,0.52829576,0.52829576,0.52829576,-25.572287,-25.572287,-25.572287,-25.572287,-25.572287,6.9257054,-3.8737378,2.1947465,-1.4552649,-1.4552649,-1.4552649,-1.4552649,-1.4552649,1
1175,-435.55002,161.36336,-62.130623,63.188107,-39.633583,49.904644,-21.059172,23.552845,-14.653212,7.5723248,2.331123,-3.1769526,4.397177,22.31692,22.31692,22.31692,22.31692,22.31692,-8.890467,1.910143,-3.6304133,0.7946387,0.7946387,0.7946387,0.7946387,0.7946387,-25.48845,-25.48845,-25.48845,-25.48845,-25.48845,7.646036,-3.403382,2.371067,-1.6142095,-1.6142095,-1.6142095,-1.6142095,-1.6142095,1
1176,-434.80148,160.74086,-64.82324,64.99018,-36.497196,47.743546,-20.625816,23.143848,-15.501144,7.1309285,2.2401075,-4.5118456,5.4942846,22.25931,22.25931,22.25931,22.25931,22.25931,-8.904912,1.8678008,-3.964946,0.681978,0.681978,0.681978,0.681978,0.681978,-25.593544,-25.593544,-25.593544,-25.593544,-25.593544,7.46599,-3.5152872,2.5235484,-1.348533,-1.348533,-1.348533,-1.348533,-1.348533,1
1177,-432.21243,160.18538,-62.44175,63.681553,-36.963757,47.203823,-19.398075,21.932596,-14.318949,7.700011,1.5773635,-4.5395265,4.8931007,22.107086,22.107086,22.107086,22.107086,22.107086,-8.858421,1.8025036,-3.8531575,0.6652612,0.6652612,0.6652612,0.6652612,0.6652612,-25.36604,-25.36604,-25.36604,-25.36604,-25.36604,7.5597997,-3.4234369,2.3886988,-1.4591731,-1.4591731,-1.4591731,-1.4591731,-1.4591731,1
1178,-435.98856,157.06783,-62.4547,62.57924,-44.230015,48.84901,-22.311182,24.575068,-14.945636,10.259639,7.642071,3.7013485,9.451642,22.55417,22.55417,22.55417,22.55417,22.55417,-8.3132515,2.6287184,-2.4951417,2.0812454,2.0812454,2.0812454,2.0812454,2.0812454,-25.294827,-25.294827,-25.294827,-25.294827,-25.294827,7.79297,-2.9295714,2.7461822,-1.6923513,-1.6923513,-1.6923513,-1.6923513,-1.6923513,1
1179,-434.4876,163.95331,-63.78286,63.225266,-38.95846,48.60195,-20.976051,23.221296,-16.740143,8.226743,1.1018445,-5.642677,4.8176246,21.996403,21.996403,21.996403,21.996403,21.996403,-9.063394,1.8933206,-3.8634226,0.692195,0.692195,0.692195,0.692195,0.692195,-25.471811,-25.471811,-25.471811,-25.471811,-25.471811,7.819601,-3.4865577,2.3147964,-1.5065988,-1.5065988,-1.5065988,-1.5065988,-1.5065988,1
1180,-434.64426,163.70639,-63.814457,64.12621,-40.52084,49.792988,-23.508026,23.467073,-15.354837,7.718502,1.8150074,-3.7789018,5.4821777,22.045322,22.045322,22.045322,22.045322,22.045322,-9.04797,1.9550136,-3.6768117,0.9698983,0.9698983,0.9698983,0.9698983,0.9698983,-25.362316,-25.362316,-25.362316,-25.362316,-25.362316,7.8735857,-3.379495,2.489219,-1.533545,-1.533545,-1.533545,-1.533545,-1.533545,1
1181,-434.70093,157.36903,-64.98699,57.443653,-42.47281,46.27617,-21.825531,24.695068,-12.405666,9.44752,0.22364259,-5.7308702,4.648883,22.77191,22.77191,22.77191,22.77191,22.77191,-7.979866,2.590122,-3.1474361,1.0219408,1.0219408,1.0219408,1.0219408,1.0219408,-24.813456,-24.813456,-24.813456,-24.813456,-24.813456,7.8778214,-3.6279397,1.7195958,-2.023265,-2.023265,-2.023265,-2.023265,-2.023265,1
1182,-436.74796,162.67023,-68.981224,58.9539,-46.2715,49.15629,-24.674164,25.271706,-17.41228,10.154263,3.8532233,0.8164091,10.285,22.399395,22.399395,22.399395,22.399395,22.399395,-8.352068,2.9795456,-2.5486326,2.0523949,2.0523949,2.0523949,2.0523949,2.0523949,-25.030504,-25.030504,-25.030504,-25.030504,-25.030504,8.189343,-3.4678557,2.4073415,-1.6130768,-1.6130768,-1.6130768,-1.6130768,-1.6130768,1
1183,-427.629,146.65773,-67.34408,68.89082,-42.58734,49.596397,-21.387703,27.068958,-18.207962,6.5783353,5.018955,-6.6981525,5.3943944,22.525602,22.525602,22.525602,22.525602,22.525602,-7.9225554,2.1457665,-4.03989,0.92276645,0.92276645,0.92276645,0.92276645,0.92276645,-25.36803,-25.36803,-25.36803,-25.36803,-25.36803,6.53618,-3.4762206,2.512479,-1.7705835,-1.7705835,-1.7705835,-1.7705835,-1.7705835,1
1184,-434.76782,159.00247,-63.762554,60.197796,-38.0258,52.12765,-17.467808,25.249624,-15.941456,6.629903,3.7585647,-2.7131698,5.8317776,22.64277,22.64277,22.64277,22.64277,22.64277,-8.589422,2.111191,-3.5959985,0.5790144,0.5790144,0.5790144,0.5790144,0.5790144,-25.604479,-25.604479,-25.604479,-25.604479,-25.604479,7.1364446,-3.7806003,2.0835574,-1.4480089,-1.4480089,-1.4480089,-1.4480089,-1.4480089,1
1185,-426.46185,146.385,-54.01134,50.647,-37.66031,39.921215,-17.949463,16.369917,-13.631696,8.633972,7.2657237,1.6062139,7.919924,22.044556,22.044556,22.044556,22.044556,22.044556,-7.9784746,2.3929183,-1.9940294,1.8345059,1.8345059,1.8345059,1.8345059,1.8345059,-24.662558,-24.662558,-24.662558,-24.662558,-24.662558,7.5277843,-2.3409836,2.3189778,-1.3181841,-1.3181841,-1.3181841,-1.3181841,-1.3181841,1
1186,-433.49615,156.1228,-63.44609,61.80777,-36.87426,50.710777,-17.212175,25.525656,-15.278092,8.130409,3.2132535,-2.8574026,6.3948154,22.707527,22.707527,22.707527,22.707527,22.707527,-8.339462,2.0602086,-3.6937468,0.5971229,0.5971229,0.5971229,0.5971229,0.5971229,-25.593515,-25.593515,-25.593515,-25.593515,-25.593515,7.0446043,-3.7478554,2.134362,-1.4568197,-1.4568197,-1.4568197,-1.4568197,-1.4568197,1
1187,-424.64587,154.65764,-74.42623,63.911343,-46.516212,43.512924,-27.632753,23.724237,-19.612368,8.3051815,4.9911137,-5.4601626,7.111353,21.675373,21.675373,21.675373,21.675373,21.675373,-8.040983,3.081165,-3.089319,1.9569947,1.9569947,1.9569947,1.9569947,1.9569947,-24.393883,-24.393883,-24.393883,-24.393883,-24.393883,7.778957,-3.246787,2.727478,-1.7491047,-1.7491047,-1.7491047,-1.7491047,-1.7491047,1
1188,-430.57693,154.18645,-67.589714,67.46252,-39.743122,53.883022,-21.950884,27.555897,-15.160038,9.429182,2.5811005,-5.633861,5.9324203,22.657902,22.657902,22.657902,22.657902,22.657902,-8.062684,2.1570382,-4.1254945,0.5848129,0.5848129,0.5848129,0.5848129,0.5848129,-25.454817,-25.454817,-25.454817,-25.454817,-25.454817,6.9545016,-3.8706017,2.2604725,-1.6873221,-1.6873221,-1.6873221,-1.6873221,-1.6873221,1
1189,-434.0079,161.18105,-62.58884,64.7154,-40.439938,50.902294,-20.740305,21.695498,-16.435677,8.277449,1.7771614,-3.9930892,6.269197,22.028605,22.028605,22.028605,22.028605,22.028605,-8.991585,1.7825313,-3.8187954,0.8961212,0.8961212,0.8961212,0.8961212,0.8961212,-25.58951,-25.58951,-25.58951,-25.58951,-25.58951,7.6242366,-3.3682435,2.4983313,-1.4232417,-1.4232417,-1.4232417,-1.4232417,-1.4232417,1
1190,-435.50354,160.35442,-66.42879,57.66787,-43.839417,48.263065,-23.170195,23.299086,-17.40304,6.789689,4.828562,1.2106135,10.296893,22.305807,22.305807,22.305807,22.305807,22.305807,-8.587501,2.6717272,-2.6167448,1.9146,1.9146,1.9146,1.9146,1.9146,-25.11484,-25.11484,-25.11484,-25.11484,-25.11484,7.8341527,-3.3264425,2.508361,-1.3194593,-1.3194593,-1.3194593,-1.3194593,-1.3194593,1
1191,-428.51154,158.24445,-74.80811,65.10168,-49.150894,49.209362,-20.399982,24.674984,-19.50351,9.862128,0.58151805,-6.31105,9.655972,22.13746,22.13746,22.13746,22.13746,22.13746,-7.995299,2.8433378,-3.570861,1.5969396,1.5969396,1.5969396,1.5969396,1.5969396,-24.8108,-24.8108,-24.8108,-24.8108,-24.8108,7.633695,-4.009517,2.2044148,-1.8270187,-1.8270187,-1.8270187,-1.8270187,-1.8270187,1
1192,-434.7051,159.36472,-64.410385,59.470253,-35.931934,49.683914,-14.444105,23.736647,-16.746935,7.96154,3.5450714,-0.9177215,7.0920763,22.584911,22.584911,22.584911,22.584911,22.584911,-8.543363,2.1619737,-3.481141,0.6749064,0.6749064,0.6749064,0.6749064,0.6749064,-25.682022,-25.682022,-25.682022,-25.682022,-25.682022,7.173362,-3.8312614,2.1799004,-1.2616686,-1.2616686,-1.2616686,-1.2616686,-1.2616686,1
1193,-435.81845,159.16714,-67.53029,56.341576,-44.24697,47.23592,-20.31237,25.27245,-15.061206,8.865917,1.5739777,-3.8656855,7.454825,22.777918,22.777918,22.777918,22.777918,22.777918,-8.033355,2.8399692,-2.9142506,1.3478088,1.3478088,1.3478088,1.3478088,1.3478088,-24.906256,-24.906256,-24.906256,-24.906256,-24.906256,7.8499207,-3.771112,1.7699157,-1.8524014,-1.8524014,-1.8524014,-1.8524014,-1.8524014,1
1194,-436.47064,157.6431,-64.5053,60.86541,-38.362553,53.556976,-16.05939,24.960157,-15.079437,7.7060013,3.2529128,-1.3009682,6.552747,22.951656,22.951656,22.951656,22.951656,22.951656,-8.349635,2.158734,-3.5756853,0.6076302,0.6076302,0.6076302,0.6076302,0.6076302,-25.754526,-25.754526,-25.754526,-25.754526,-25.754526,7.013226,-3.9418497,2.0824459,-1.4635642,-1.4635642,-1.4635642,-1.4635642,-1.4635642,1
1195,-430.73087,162.10292,-63.23861,60.539234,-37.054497,49.18853,-20.018131,22.270615,-16.212605,6.917613,2.965677,-2.5533516,5.824093,21.89444,21.89444,21.89444,21.89444,21.89444,-8.986068,1.9786359,-3.5507689,0.7817221,0.7817221,0.7817221,0.7817221,0.7817221,-25.28578,-25.28578,-25.28578,-25.28578,-25.28578,7.5766273,-3.4713209,2.3953335,-1.2630589,-1.2630589,-1.2630589,-1.2630589,-1.2630589,1
1196,-431.3127,160.28459,-65.11531,60.850117,-35.683968,49.040527,-17.560793,23.414799,-15.794424,7.103443,2.8424475,-2.7792556,5.922678,22.246054,22.246054,22.246054,22.246054,22.246054,-8.691823,2.079073,-3.6841006,0.5910393,0.5910393,0.5910393,0.5910393,0.5910393,-25.381292,-25.381292,-25.381292,-25.381292,-25.381292,7.295948,-3.7590103,2.2633862,-1.2871474,-1.2871474,-1.2871474,-1.2871474,-1.2871474,1
1197,-431.91614,158.57376,-60.136024,59.047935,-34.581337,46.930058,-14.787116,20.346596,-15.408835,6.2440224,3.308838,-3.1240277,5.159477,22.16546,22.16546,22.16546,22.16546,22.16546,-8.879097,1.7854875,-3.616852,0.51483893,0.51483893,0.51483893,0.51483893,0.51483893,-25.504915,-25.504915,-25.504915,-25.504915,-25.504915,7.254524,-3.424582,2.2250402,-1.2320508,-1.2320508,-1.2320508,-1.2320508,-1.2320508,1
1198,-431.1811,157.9206,-59.814983,56.744198,-34.427338,43.369766,-17.888466,20.955082,-12.974496,8.646742,3.9596484,-2.31694,5.944516,22.206808,22.206808,22.206808,22.206808,22.206808,-8.526889,2.188286,-3.0935946,0.9302531,0.9302531,0.9302531,0.9302531,0.9302531,-25.056255,-25.056255,-25.056255,-25.056255,-25.056255,7.694238,-3.1661282,2.164775,-1.3906056,-1.3906056,-1.3906056,-1.3906056,-1.3906056,1
1199,-434.12173,155.34114,-60.692554,63.005,-34.427937,50.954002,-18.082973,26.134312,-12.489227,8.703702,2.4454226,-4.048059,5.4930763,22.867962,22.867962,22.867962,22.867962,22.867962,-8.322269,1.8117623,-3.9416504,0.3050675,0.3050675,0.3050675,0.3050675,0.3050675,-25.656534,-25.656534,-25.656534,-25.656534,-25.656534,7.0161777,-3.6849856,2.0491261,-1.5134107,-1.5134107,-1.5134107,-1.5134107,-1.5134107,1
1200,-432.93112,160.76305,-66.608826,59.79779,-46.39637,48.92439,-24.79774,25.756458,-17.428102,7.440467,3.6096604,0.027096981,10.81371,22.162352,22.162352,22.162352,22.162352,22.162352,-8.537203,2.642843,-2.7443814,2.0107875,2.0107875,2.0107875,2.0107875,2.0107875,-24.877747,-24.877747,-24.877747,-24.877747,-24.877747,7.9411645,-3.3686852,2.4402192,-1.5150111,-1.5150111,-1.5150111,-1.5150111,-1.5150111,1
1201,-433.4443,160.79459,-61.271603,62.786766,-38.23055,48.240665,-19.73003,22.161568,-14.947302,6.300968,2.5593069,-3.774696,5.813759,22.110434,22.110434,22.110434,22.110434,22.110434,-9.029191,1.7725607,-3.7162158,0.8141537,0.8141537,0.8141537,0.8141537,0.8141537,-25.430983,-25.430983,-25.430983,-25.430983,-25.430983,7.545613,-3.327153,2.4082024,-1.393852,-1.393852,-1.393852,-1.393852,-1.393852,1
1202,-435.91364,160.42493,-66.76318,56.3962,-44.89629,47.058914,-22.297192,24.649506,-15.638581,10.060613,5.560781,0.8647603,10.250102,22.556145,22.556145,22.556145,22.556145,22.556145,-8.149629,3.1065853,-2.3015423,2.0521693,2.0521693,2.0521693,2.0521693,2.0521693,-24.8837,-24.8837,-24.8837,-24.8837,-24.8837,8.115862,-3.3274674,2.2141128,-1.684062,-1.684062,-1.684062,-1.684062,-1.684062,1
1203,-437.17554,164.21216,-65.17841,64.16056,-37.49816,49.58769,-20.168497,23.741552,-14.871076,7.749758,1.8085711,-4.7151117,5.491023,22.38755,22.38755,22.38755,22.38755,22.38755,-8.973932,1.968726,-3.9326823,0.61684465,0.61684465,0.61684465,0.61684465,0.61684465,-25.633356,-25.633356,-25.633356,-25.633356,-25.633356,7.662229,-3.6693866,2.330709,-1.4570199,-1.4570199,-1.4570199,-1.4570199,-1.4570199,1
1204,-434.95932,158.50975,-59.110542,61.871746,-35.699413,45.43207,-19.064316,22.37828,-14.457634,8.377318,2.529651,-3.0788183,6.214846,22.287752,22.287752,22.287752,22.287752,22.287752,-8.815381,1.7584543,-3.5769649,0.85518897,0.85518897,0.85518897,0.85518897,0.85518897,-25.545965,-25.545965,-25.545965,-25.545965,-25.545965,7.589183,-3.166136,2.3936062,-1.3647408,-1.3647408,-1.3647408,-1.3647408,-1.3647408,1
1205,-427.88812,157.50307,-66.13426,58.555393,-37.818764,43.999584,-20.784697,20.935696,-13.647079,7.858565,1.7217112,-2.7818782,8.047949,22.056757,22.056757,22.056757,22.056757,22.056757,-8.32203,2.410215,-3.197868,1.2509692,1.2509692,1.2509692,1.2509692,1.2509692,-24.687494,-24.687494,-24.687494,-24.687494,-24.687494,7.6883,-3.4959583,2.2959743,-1.3184326,-1.3184326,-1.3184326,-1.3184326,-1.3184326,1
1206,-435.18597,159.48807,-64.26852,56.32562,-45.759254,48.84209,-21.152224,26.589293,-12.347197,9.730376,1.2880566,-4.2217007,5.4746466,22.856798,22.856798,22.856798,22.856798,22.856798,-7.968874,2.7835314,-2.8410957,1.2294313,1.2294313,1.2294313,1.2294313,1.2294313,-24.71361,-24.71361,-24.71361,-24.71361,-24.71361,8.006798,-3.66991,1.5513763,-2.223384,-2.223384,-2.223384,-2.223384,-2.223384,1
1207,-429.53564,155.3728,-62.87699,53.214806,-40.198566,45.808514,-20.109222,23.003942,-12.108147,9.078035,2.1444285,-4.2337847,5.6346173,22.51221,22.51221,22.51221,22.51221,22.51221,-7.886749,2.6841938,-2.8037543,1.0631206,1.0631206,1.0631206,1.0631206,1.0631206,-24.53014,-24.53014,-24.53014,-24.53014,-24.53014,7.746839,-3.4927175,1.6311984,-1.8101294,-1.8101294,-1.8101294,-1.8101294,-1.8101294,1
1208,-432.02646,156.99834,-67.86857,55.305405,-42.77777,46.710648,-19.782536,22.97479,-14.640614,8.581755,3.3690143,-0.8821931,8.252523,22.584167,22.584167,22.584167,22.584167,22.584167,-7.9274745,2.9552972,-2.623765,1.554212,1.554212,1.554212,1.554212,1.554212,-24.728085,-24.728085,-24.728085,-24.728085,-24.728085,7.7094135,-3.654615,2.015903,-1.6412307,-1.6412307,-1.6412307,-1.6412307,-1.6412307,1
1209,-435.86203,164.78578,-63.22121,63.583652,-39.795795,48.51893,-19.307846,22.834583,-16.169294,7.046713,3.482995,-3.1005135,4.9464793,22.094656,22.094656,22.094656,22.094656,22.094656,-9.180179,1.9795777,-3.6117694,0.8984097,0.8984097,0.8984097,0.8984097,0.8984097,-25.526255,-25.526255,-25.526255,-25.526255,-25.526255,7.7892075,-3.370973,2.470201,-1.5494573,-1.5494573,-1.5494573,-1.5494573,-1.5494573,1
1210,-434.32254,157.39021,-63.848133,53.58194,-42.54281,46.45182,-18.64891,25.607248,-14.815838,8.441076,1.5779138,-3.7040205,7.6369476,22.76577,22.76577,22.76577,22.76577,22.76577,-8.012586,2.6815162,-2.816168,1.2256496,1.2256496,1.2256496,1.2256496,1.2256496,-24.858515,-24.858515,-24.858515,-24.858515,-24.858515,7.7280035,-3.6851988,1.5745456,-1.7836933,-1.7836933,-1.7836933,-1.7836933,-1.7836933,1
1211,-437.23145,153.7089,-58.798916,57.025337,-34.13942,50.83967,-14.539981,23.42241,-14.217456,6.6941605,3.7936337,-3.0512471,4.6569905,23.058811,23.058811,23.058811,23.058811,23.058811,-8.36535,1.8633889,-3.5745945,0.22419791,0.22419791,0.22419791,0.22419791,0.22419791,-25.897957,-25.897957,-25.897957,-25.897957,-25.897957,6.8124356,-3.634009,1.8593326,-1.3693742,-1.3693742,-1.3693742,-1.3693742,-1.3693742,1
1212,-435.7305,161.62086,-64.01775,63.33108,-38.209934,50.346397,-20.600538,25.154655,-17.309294,7.912234,2.8155394,-4.778151,6.834494,22.302265,22.302265,22.302265,22.302265,22.302265,-8.890877,1.9614362,-3.84896,0.7398967,0.7398967,0.7398967,0.7398967,0.7398967,-25.690601,-25.690601,-25.690601,-25.690601,-25.690601,7.4948087,-3.554788,2.3095806,-1.3705754,-1.3705754,-1.3705754,-1.3705754,-1.3705754,1
1213,-437.88727,161.35847,-64.85918,59.663563,-42.863792,51.13079,-22.912846,26.47239,-12.92043,12.424599,4.216104,-4.383952,2.6304505,22.842817,22.842817,22.842817,22.842817,22.842817,-8.1058445,2.8302093,-3.0395057,0.92738086,0.92738086,0.92738086,0.92738086,0.92738086,-25.177168,-25.177168,-25.177168,-25.177168,-25.177168,8.069196,-3.4807625,1.8367318,-2.2782943,-2.2782943,-2.2782943,-2.2782943,-2.2782943,1
1214,-434.18518,164.40672,-66.5897,62.784943,-39.20504,51.06012,-20.07269,23.068819,-17.066692,8.642691,1.7303257,-3.5263622,4.995725,22.096157,22.096157,22.096157,22.096157,22.096157,-8.913116,2.118979,-3.7377996,0.7037253,0.7037253,0.7037253,0.7037253,0.7037253,-25.499329,-25.499329,-25.499329,-25.499329,-25.499329,7.7044973,-3.7329726,2.357766,-1.4635226,-1.4635226,-1.4635226,-1.4635226,-1.4635226,1
1215,-422.4585,144.94067,-83.57235,61.81358,-37.800533,47.354656,-18.930027,24.687437,-13.031184,8.448505,2.6881254,-3.3567998,8.115025,23.196255,23.196255,23.196255,23.196255,23.196255,-6.495449,3.5303025,-3.5188167,0.9754206,0.9754206,0.9754206,0.9754206,0.9754206,-24.428885,-24.428885,-24.428885,-24.428885,-24.428885,6.372274,-4.788712,2.1518822,-1.5064099,-1.5064099,-1.5064099,-1.5064099,-1.5064099,1
1216,-431.49478,161.22905,-64.82086,61.55655,-36.095783,47.850594,-19.147078,22.70246,-15.402556,7.692846,1.4337188,-4.7512803,5.7665176,22.10718,22.10718,22.10718,22.10718,22.10718,-8.77749,1.9944255,-3.8202298,0.59659266,0.59659266,0.59659266,0.59659266,0.59659266,-25.307072,-25.307072,-25.307072,-25.307072,-25.307072,7.5244455,-3.6678958,2.244286,-1.3300573,-1.3300573,-1.3300573,-1.3300573,-1.3300573,1
1217,-434.0635,161.53218,-65.66366,64.627266,-39.51961,49.860435,-18.8461,24.092281,-15.549811,7.060061,2.8174787,-4.461437,4.5220065,22.34339,22.34339,22.34339,22.34339,22.34339,-8.799057,2.056573,-3.8608,0.65826315,0.65826315,0.65826315,0.65826315,0.65826315,-25.475372,-25.475372,-25.475372,-25.475372,-25.475372,7.4401307,-3.67446,2.3273792,-1.6287978,-1.6287978,-1.6287978,-1.6287978,-1.6287978,1
1218,-425.29016,145.58495,-77.9559,70.47799,-45.094692,49.181442,-20.753685,23.297394,-17.39366,12.073462,0.008231674,-6.158213,8.207261,22.63052,22.63052,22.63052,22.63052,22.63052,-7.0396566,2.7693496,-4.0348663,1.2914791,1.2914791,1.2914791,1.2914791,1.2914791,-25.012144,-25.012144,-25.012144,-25.012144,-25.012144,6.780474,-4.1598144,2.549494,-1.7730589,-1.7730589,-1.7730589,-1.7730589,-1.7730589,1
1219,-438.89395,162.64867,-69.50646,58.38151,-47.373955,46.805122,-24.666246,23.168163,-17.033352,10.934876,3.6875587,1.4337152,11.93527,22.45175,22.45175,22.45175,22.45175,22.45175,-8.285913,3.1246738,-2.311904,2.4266167,2.4266167,2.4266167,2.4266167,2.4266167,-25.005539,-25.005539,-25.005539,-25.005539,-25.005539,8.421524,-3.3304698,2.4948733,-1.5711395,-1.5711395,-1.5711395,-1.5711395,-1.5711395,1
1220,-426.62793,157.88512,-69.592964,65.88002,-38.98792,43.801434,-22.75639,24.269602,-15.420839,6.46445,3.7039442,-3.257169,5.778521,21.926273,21.926273,21.926273,21.926273,21.926273,-8.502593,2.3757207,-3.5968597,1.2167578,1.2167578,1.2167578,1.2167578,1.2167578,-24.7799,-24.7799,-24.7799,-24.7799,-24.7799,7.4872704,-3.4746559,2.7444713,-1.5318091,-1.5318091,-1.5318091,-1.5318091,-1.5318091,1
1221,-431.95346,162.4085,-63.8318,62.059273,-38.693752,48.98046,-21.30934,23.84785,-15.461645,7.2106266,2.0540142,-3.7673159,4.4284835,22.037523,22.037523,22.037523,22.037523,22.037523,-8.91199,2.005482,-3.6459172,0.73891824,0.73891824,0.73891824,0.73891824,0.73891824,-25.230518,-25.230518,-25.230518,-25.230518,-25.230518,7.678501,-3.5141559,2.325363,-1.5317189,-1.5317189,-1.5317189,-1.5317189,-1.5317189,1
1222,-434.80685,159.65211,-63.931374,59.043007,-37.625732,51.52546,-15.03858,24.72291,-15.601746,6.9853067,2.190343,-1.085615,6.3701468,22.705015,22.705015,22.705015,22.705015,22.705015,-8.528856,2.0926533,-3.511829,0.5811756,0.5811756,0.5811756,0.5811756,0.5811756,-25.576202,-25.576202,-25.576202,-25.576202,-25.576202,7.1510234,-3.9744189,2.019698,-1.3989099,-1.3989099,-1.3989099,-1.3989099,-1.3989099,1
1223,-433.37796,160.29753,-68.775955,57.420197,-44.29849,48.96002,-22.039978,28.702816,-14.747153,7.1788263,0.8962705,-3.4646685,7.946995,22.745848,22.745848,22.745848,22.745848,22.745848,-8.092745,2.780171,-3.0704124,1.2676064,1.2676064,1.2676064,1.2676064,1.2676064,-24.719625,-24.719625,-24.719625,-24.719625,-24.719625,7.7148175,-4.0163236,1.7514143,-1.8295878,-1.8295878,-1.8295878,-1.8295878,-1.8295878,1
1224,-430.48413,159.10492,-65.150764,62.99429,-38.802155,49.05456,-18.406242,24.567776,-15.972455,6.5778756,2.93967,-4.3684225,5.9277186,22.233076,22.233076,22.233076,22.233076,22.233076,-8.650506,2.0714185,-3.7790825,0.7225411,0.7225411,0.7225411,0.7225411,0.7225411,-25.271444,-25.271444,-25.271444,-25.271444,-25.271444,7.2775126,-3.6800075,2.2478566,-1.5021118,-1.5021118,-1.5021118,-1.5021118,-1.5021118,1
1225,-433.63144,151.05511,-62.519115,62.646748,-37.174873,50.227676,-17.479048,26.218592,-12.350309,9.403003,3.2211246,-3.103439,6.863299,23.137934,23.137934,23.137934,23.137934,23.137934,-7.821042,2.1478295,-3.6388893,0.6790683,0.6790683,0.6790683,0.6790683,0.6790683,-25.502068,-25.502068,-25.502068,-25.502068,-25.502068,6.8882723,-3.700865,2.0242817,-1.652277,-1.652277,-1.652277,-1.652277,-1.652277,1
1226,-431.61154,156.42838,-64.15188,59.66251,-44.554153,47.04748,-21.7216,26.542341,-11.748113,11.180832,3.1957963,-5.031549,2.0760517,22.700686,22.700686,22.700686,22.700686,22.700686,-7.786444,2.8175435,-2.95477,1.0792835,1.0792835,1.0792835,1.0792835,1.0792835,-24.608818,-24.608818,-24.608818,-24.608818,-24.608818,7.91744,-3.4135146,1.7585934,-2.4965382,-2.4965382,-2.4965382,-2.4965382,-2.4965382,1
1227,-432.24182,163.65814,-64.36956,59.461525,-39.509518,46.552197,-23.39241,21.923706,-15.29688,7.1377926,0.24565394,-4.2231603,6.953112,21.860357,21.860357,21.860357,21.860357,21.860357,-8.963698,2.0881073,-3.436775,1.1002444,1.1002444,1.1002444,1.1002444,1.1002444,-24.982594,-24.982594,-24.982594,-24.982594,-24.982594,8.03426,-3.435206,2.2977295,-1.3381168,-1.3381168,-1.3381168,-1.3381168,-1.3381168,1
1228,-440.33295,157.13824,-60.88584,61.094288,-35.683277,51.028004,-16.048353,26.029152,-11.46681,9.575334,1.9070952,-2.9302123,6.864409,23.362432,23.362432,23.362432,23.362432,23.362432,-8.208165,2.000816,-3.694178,0.46288624,0.46288624,0.46288624,0.46288624,0.46288624,-25.855328,-25.855328,-25.855328,-25.855328,-25.855328,7.19351,-3.8279684,1.8495864,-1.5866964,-1.5866964,-1.5866964,-1.5866964,-1.5866964,1
1229,-433.1999,155.01051,-62.338528,60.356827,-40.35837,47.242115,-22.200497,23.853525,-14.859163,9.807552,4.19928,-0.60112274,9.824314,22.450888,22.450888,22.450888,22.450888,22.450888,-8.220375,2.3685539,-2.961444,1.5992435,1.5992435,1.5992435,1.5992435,1.5992435,-25.193306,-25.193306,-25.193306,-25.193306,-25.193306,7.6179605,-3.1593592,2.4168668,-1.4275151,-1.4275151,-1.4275151,-1.4275151,-1.4275151,1
